代码,名称,收盘价,市盈率,市净率,净资产收益率,总股本,流通股本,上市时间
600990.XSHG,四创电子,62.75,2542,2542,2542,136702001,136702001,2004-05-10
600992.XSHG,贵绳股份,11.79,2543,2543,2543,245090000,245090000,2004-05-14
600993.XSHG,马应龙,16.93,2544,2544,2544,431053906,430236289,2004-05-17
600995.XSHG,文山电力,8.42,2545,2545,2545,478526406,478526406,2004-06-15
600997.XSHG,开滦股份,5.22,2546,2546,2546,1234640000,1234640000,2004-06-02
600998.XSHG,九州通,16.89,2547,2547,2547,1647009375,1430409843,2010-11-02
600999.XSHG,招商证券,18.45,2548,2548,2548,5808135625,4803099687,2009-11-17
601000.XSHG,唐山港,7.16,2549,2549,2549,2248438437,2030351562,2010-07-05
601001.XSHG,大同煤业,4.85,2550,2550,2550,1673700000,1673700000,2006-06-23
601002.XSHG,晋亿实业,8.64,2551,2551,2551,792690000,738470000,2007-01-26
601003.XSHG,柳钢股份,3.8,2552,2552,2552,2562793125,2562793125,2007-02-27
601005.XSHG,重庆钢铁,2.87,2553,2553,2553,4436022500,2439840937,2007-02-28
601006.XSHG,大秦铁路,6.94,2554,2554,2554,14866791250,14866791250,2006-08-01
601007.XSHG,金陵饭店,12.35,2555,2555,2555,300000000,300000000,2007-04-06
601008.XSHG,连云港,5.18,2556,2556,2556,1015215078,811635078,2007-04-26
601009.XSHG,南京银行,16.13,2557,2557,2557,3365955625,2968933125,2007-07-19
601010.XSHG,文峰股份,6.07,2558,2558,2558,1848000000,1848000000,2011-06-03
601011.XSHG,宝泰隆,5.54,2559,2559,2559,1367500000,1308745625,2011-03-09
601012.XSHG,隆基股份,12.27,2560,2560,2560,1771379531,1621112656,2012-04-11
601015.XSHG,陕西黑猫,9.38,2561,2561,2561,620000000,296000000,2014-11-05
601016.XSHG,节能风电,11.43,2562,2562,2562,2077780000,817780000,2014-09-29
601018.XSHG,宁波港,6.36,2563,2563,2563,12800000000,12800000000,2010-09-28
601020.XSHG,华钰矿业,16.65,2564,2564,2564,520000000,52000000,2016-03-16
601021.XSHG,春秋航空,46.05,2565,2565,2565,800000000,200000000,2015-01-21
601028.XSHG,玉龙股份,7.71,2566,2566,2566,786237812,783025781,2011-11-07
601038.XSHG,一拖股份,10.22,2567,2567,2567,995900000,995900000,2012-08-08
601058.XSHG,赛轮金宇,8.08,2568,2568,2568,1042698671,1007508671,2011-06-30
601069.XSHG,西部黄金,24.33,2569,2569,2569,636000000,189750000,2015-01-22
601088.XSHG,中国神华,14.26,2570,2570,2570,19889620000,19889620000,2007-10-09
601098.XSHG,中南传媒,19.09,2571,2571,2571,1796000000,1796000000,2010-10-28
601099.XSHG,太平洋,7.18,2572,2572,2572,4544210937,4319210937,2007-12-28
601100.XSHG,恒立液压,11.47,2573,2573,2573,630000000,630000000,2011-10-28
601101.XSHG,昊华能源,7.17,2574,2574,2574,1199998281,1199998281,2010-03-31
601106.XSHG,中国一重,6.16,2575,2575,2575,6538000000,6538000000,2010-02-09
601107.XSHG,四川成渝,4.28,2576,2576,2576,3058060000,3058060000,2009-07-27
601111.XSHG,中国国航,6.84,2577,2577,2577,13084751250,13084751250,2006-08-18
601113.XSHG,华鼎股份,10.52,2578,2578,2578,833050000,640000000,2011-05-09
601116.XSHG,三江购物,10.22,2579,2579,2579,410758789,410758789,2011-03-02
601117.XSHG,中国化学,5.91,2580,2580,2580,4933000000,4933000000,2010-01-07
601118.XSHG,海南橡胶,6.34,2581,2581,2581,3931171562,3931171562,2011-01-07
601126.XSHG,四方股份,9.69,2582,2582,2582,813172031,813172031,2010-12-31
601137.XSHG,博威合金,22.66,2583,2583,2583,215000000,215000000,2011-01-27
601139.XSHG,深圳燃气,7.94,2584,2584,2584,2178424375,2178424375,2009-12-25
601155.XSHG,新城控股,14.41,2585,2585,2585,1708064843,531585000,2015-12-04
601158.XSHG,重庆水务,7.43,2586,2586,2586,4800000000,4800000000,2010-03-29
601166.XSHG,兴业银行,15.49,2587,2587,2587,19052336250,19052336250,2007-02-05
601168.XSHG,西部矿业,5.98,2588,2588,2588,2383000000,2383000000,2007-07-12
601169.XSHG,北京银行,10.21,2589,2589,2589,12672230000,12672230000,2007-09-19
601177.XSHG,杭齿前进,11.1,2590,2590,2590,400060000,400060000,2010-10-11
601179.XSHG,中国西电,5.75,2591,2591,2591,5125882500,4357000000,2010-01-28
601186.XSHG,中国铁建,11.56,2592,2592,2592,13579541250,12337541250,2008-03-10
601188.XSHG,龙江交通,4.35,2593,2593,2593,1315878593,1213200000,2010-03-19
601198.XSHG,东兴证券,27.87,2594,2594,2594,2504000000,904000000,2015-02-26
601199.XSHG,江南水务,17.85,2595,2595,2595,467600000,467600000,2011-03-17
601208.XSHG,东材科技,7.15,2596,2596,2596,615760000,615760000,2011-05-20
601211.XSHG,国泰君安,19.98,2597,2597,2597,7625000000,1525000000,2015-06-26
601216.XSHG,君正集团,7.93,2598,2598,2598,4219008750,3686400000,2011-02-22
601218.XSHG,吉鑫科技,5.31,2599,2599,2599,991760000,991760000,2011-05-06
601222.XSHG,林洋能源,34.08,2600,2600,2600,406601601,355173007,2011-08-08
601225.XSHG,陕西煤业,4.5,2601,2601,2601,10000000000,2710000000,2014-01-28
601226.XSHG,华电重工,10.15,2602,2602,2602,1155000000,367500000,2014-12-11
601231.XSHG,环旭电子,10.11,2603,2603,2603,2175923593,2175923593,2012-02-20
601233.XSHG,桐昆股份,12.07,2604,2604,2604,963600000,963600000,2011-05-18
601238.XSHG,广汽集团,20.31,2605,2605,2605,6435020000,6435020000,2012-03-29
601258.XSHG,庞大集团,3,2606,2606,2606,6480113125,6480113125,2011-04-28
601288.XSHG,农业银行,3.18,2607,2607,2607,324794120000,324794120000,2010-07-15
601311.XSHG,骆驼股份,16.13,2608,2608,2608,851635781,848395781,2011-06-02
601313.XSHG,江南嘉捷,12.29,2609,2609,2609,397187382,391261406,2012-01-16
601318.XSHG,中国平安,32.26,2610,2610,2610,18280241250,18280241250,2007-03-01
601328.XSHG,交通银行,5.59,2611,2611,2611,74262725000,74262725000,2007-05-15
601333.XSHG,广深铁路,3.92,2612,2612,2612,7083536875,7083536875,2006-12-22
601336.XSHG,新华保险,40.18,2613,2613,2613,3119546562,3119546562,2011-12-16
601339.XSHG,百隆东方,5.9,2614,2614,2614,1500000000,1500000000,2012-06-12
601368.XSHG,绿城水务,13.64,2615,2615,2615,735810937,147000000,2015-06-12
601369.XSHG,陕鼓动力,7.1,2616,2616,2616,1638770156,1638770156,2010-04-28
601377.XSHG,兴业证券,9.2,2617,2617,2617,6696671875,6696671875,2010-10-13
601388.XSHG,怡球资源,15.27,2618,2618,2618,533000000,533000000,2012-04-23
601390.XSHG,中国中铁,8.25,2619,2619,2619,22844302500,21299900000,2007-12-03
601398.XSHG,工商银行,4.3,2620,2620,2620,356406240000,356406240000,2006-10-27
601515.XSHG,东风股份,12.15,2621,2621,2621,1112000000,1112000000,2012-02-16
601518.XSHG,吉林高速,3.98,2622,2622,2622,1213200000,1213200000,2010-03-19
601519.XSHG,大智慧,10.75,2623,2623,2623,1987700000,1987700000,2011-01-28
601555.XSHG,东吴证券,13.67,2624,2624,2624,3000000000,2591000000,2011-12-12
601558.XSHG,华锐风电,3.14,2625,2625,2625,6030600000,2193660000,2011-01-13
601566.XSHG,九牧王,15.89,2626,2626,2626,574637187,574637187,2011-05-30
601567.XSHG,三星医疗,13.5,2627,2627,2627,1198598281,1008120000,2011-06-15
601579.XSHG,会稽山,11.84,2628,2628,2628,400000000,248000000,2014-08-25
601588.XSHG,北辰实业,4.25,2629,2629,2629,3367020000,3367020000,2006-10-16
601599.XSHG,鹿港科技,20,2630,2630,2630,447094296,351438007,2011-05-27
601600.XSHG,中国铝业,4.53,2631,2631,2631,14903798750,13524487500,2007-04-30
601601.XSHG,中国太保,26.19,2632,2632,2632,9062000000,9062000000,2007-12-25
601607.XSHG,上海医药,16.71,2633,2633,2633,2688910625,2688828750,1994-03-24
601608.XSHG,中信重工,5.08,2634,2634,2634,4339419375,4110000000,2012-07-06
601616.XSHG,广电电气,6.36,2635,2635,2635,934860468,934860468,2011-02-01
601618.XSHG,中国中冶,4.33,2636,2636,2636,19110000000,19110000000,2009-09-21
601628.XSHG,中国人寿,23.77,2637,2637,2637,28264705000,28264705000,2007-01-09
601633.XSHG,长城汽车,9.23,2638,2638,2638,9127268750,9127268750,2011-09-28
601636.XSHG,旗滨集团,3.95,2639,2639,2639,2525294531,2054964843,2011-08-12
601666.XSHG,平煤股份,4.33,2640,2640,2640,2361165000,2361165000,2006-11-23
601668.XSHG,中国建筑,5.81,2641,2641,2641,30000000000,29900560000,2009-07-29
601669.XSHG,中国电建,6.64,2642,2642,2642,13754633750,3300000000,2011-10-18
601677.XSHG,明泰铝业,13.02,2643,2643,2643,482756015,407702382,2011-09-19
601678.XSHG,滨化股份,6.98,2644,2644,2644,990000000,990000000,2010-02-23
601688.XSHG,华泰证券,17.52,2645,2645,2645,7162768750,7162768750,2010-02-26
601689.XSHG,拓普集团,27.5,2646,2646,2646,649100000,170700000,2015-03-19
601699.XSHG,潞安环能,7.29,2647,2647,2647,2991409062,2991409062,2006-09-22
601700.XSHG,风范股份,6.91,2648,2648,2648,1133247031,1122690781,2011-01-18
601717.XSHG,郑煤机,7.52,2649,2649,2649,1621122031,1621122031,2010-08-03
601718.XSHG,际华集团,10.08,2650,2650,2650,3857000000,3857000000,2010-08-16
601727.XSHG,上海电气,9.17,2651,2651,2651,12824305000,12824305000,2008-12-05
601766.XSHG,中国中车,10.51,2652,2652,2652,27288757500,27288757500,2008-08-18
601777.XSHG,力帆股份,11.31,2653,2653,2653,1256353437,1236633437,2010-11-25
601788.XSHG,光大证券,19.4,2654,2654,2654,3906698750,3418000000,2009-08-18
601789.XSHG,宁波建工,10.15,2655,2655,2655,488040000,488040000,2011-08-16
601798.XSHG,蓝科高新,13.73,2656,2656,2656,354528203,354528203,2011-06-22
601799.XSHG,星宇股份,31.11,2657,2657,2657,239650000,239650000,2011-02-01
601800.XSHG,中国交建,12.3,2658,2658,2658,16174735000,16174735000,2012-03-09
601801.XSHG,皖新传媒,23.66,2659,2659,2659,910000000,910000000,2010-01-18
601808.XSHG,中海油服,13.3,2660,2660,2660,4771591875,4771591875,2007-09-28
601818.XSHG,光大银行,3.74,2661,2661,2661,46236560000,46236560000,2010-08-18
601857.XSHG,中国石油,7.78,2662,2662,2662,183020980000,183020980000,2007-11-05
601866.XSHG,中海集运,4.75,2663,2663,2663,11683125000,11683125000,2007-12-12
601872.XSHG,招商轮船,5.28,2664,2664,2664,5299458125,4720921875,2006-12-01
601877.XSHG,正泰电器,19.79,2665,2665,2665,1314906406,1314906406,2010-01-21
601880.XSHG,大连港,4.14,2666,2666,2666,5606320000,5606320000,2010-12-06
601886.XSHG,江河创建,11.72,2667,2667,2667,1154050000,1154050000,2011-08-18
601888.XSHG,中国国旅,44.42,2668,2668,2668,976237812,976237812,2009-10-15
601890.XSHG,亚星锚链,10.45,2669,2669,2669,959400000,959400000,2010-12-28
601898.XSHG,中煤能源,5.23,2670,2670,2670,13258663750,13258663750,2008-02-01
601899.XSHG,紫金矿业,3.35,2671,2671,2671,21572812500,21572812500,2008-04-25
601900.XSHG,南方传媒,19.77,2672,2672,2672,819100000,169100000,2016-02-15
601901.XSHG,方正证券,8.2,2673,2673,2673,8232101250,6289850625,2011-08-10
601908.XSHG,京运通,6.7,2674,2674,2674,1993017656,1719540468,2011-09-08
601918.XSHG,国投新集,6.58,2675,2675,2675,2590541875,2590541875,2007-12-19
601919.XSHG,中国远洋,6.29,2676,2676,2676,10216274375,10216274375,2007-06-26
601928.XSHG,凤凰传媒,11.85,2677,2677,2677,2544900000,2544900000,2011-11-30
601929.XSHG,吉视传媒,4.68,2678,2678,2678,3110801250,3110801250,2012-02-23
601933.XSHG,永辉超市,8.66,2679,2679,2679,4067536250,3071600000,2010-12-15
601939.XSHG,建设银行,4.88,2680,2680,2680,250010980000,250010980000,2007-09-25
601958.XSHG,金钼股份,7.85,2681,2681,2681,3226604375,3226604375,2008-04-17
601965.XSHG,中国汽研,8.91,2682,2682,2682,961179921,961179921,2012-06-11
601968.XSHG,宝钢包装,9.82,2683,2683,2683,833333281,208333300,2015-06-11
601969.XSHG,海南矿业,12.8,2684,2684,2684,1866670000,858670000,2014-12-09
601985.XSHG,中国核电,7.71,2685,2685,2685,15565430000,3891000000,2015-06-10
601988.XSHG,中国银行,3.39,2686,2686,2686,294387800000,294387800000,2006-07-05
601989.XSHG,中国重工,7.26,2687,2687,2687,18361665000,17957855000,2009-12-16
601991.XSHG,大唐发电,4.31,2688,2688,2688,13310037500,13310037500,2006-12-20
601992.XSHG,金隅股份,8.69,2689,2689,2689,5338885625,4281193125,2011-03-01
601996.XSHG,丰林集团,9.12,2690,2690,2690,468911992,468911992,2011-09-29
601998.XSHG,中信银行,6.11,2691,2691,2691,48934795000,46787325000,2007-04-27
601999.XSHG,出版传媒,9.61,2692,2692,2692,550914687,550914687,2007-12-21
603000.XSHG,人民网,18.04,2693,2693,2693,1105691093,1105691093,2012-04-27
603001.XSHG,奥康国际,22.28,2694,2694,2694,400980000,400980000,2012-04-26
603002.XSHG,宏昌电子,5.82,2695,2695,2695,600000000,600000000,2012-05-18
603003.XSHG,龙宇燃油,18.42,2696,2696,2696,202000000,202000000,2012-08-17
603005.XSHG,晶方科技,35.93,2697,2697,2697,226696992,99639101,2014-02-10
603006.XSHG,联明股份,38.87,2698,2698,2698,96258798,34440000,2014-06-30
603008.XSHG,喜临门,18.93,2699,2699,2699,315000000,198271894,2012-07-17
603009.XSHG,北特科技,32,2700,2700,2700,110040000,34730200,2014-07-18
603010.XSHG,万盛股份,55.7,2701,2701,2701,115632695,47636601,2014-10-10
603011.XSHG,合锻股份,17.27,2702,2702,2702,198250000,97850000,2014-11-07
603012.XSHG,创力集团,19.61,2703,2703,2703,318280000,211916992,2015-03-20
603015.XSHG,弘讯科技,26.55,2704,2704,2704,200100000,80100000,2015-03-03
603017.XSHG,中衡设计,33.9,2705,2705,2705,122340000,59766298,2014-12-31
603018.XSHG,设计股份,60.5,2706,2706,2706,104000000,62932900,2014-10-13
603019.XSHG,中科曙光,68.09,2707,2707,2707,300000000,179365390,2014-11-06
603020.XSHG,爱普股份,43.84,2708,2708,2708,160000000,40000000,2015-03-25
603021.XSHG,山东华鹏,37.29,2709,2709,2709,105400000,26400000,2015-04-23
603022.XSHG,新通联,49.65,2710,2710,2710,80000000,20000000,2015-05-18
603023.XSHG,威帝股份,48.19,2711,2711,2711,120000000,30000000,2015-05-27
603025.XSHG,大豪科技,35.03,2712,2712,2712,447000000,51000000,2015-04-22
603026.XSHG,石大胜华,33.62,2713,2713,2713,202680000,50680000,2015-05-29
603027.XSHG,千禾味业,28.4,2714,2714,2714,160000000,40000000,2016-03-07
603030.XSHG,全筑股份,28.29,2715,2715,2715,160000000,40000000,2015-03-20
603066.XSHG,音飞储存,45.41,2716,2716,2716,100000000,25000000,2015-06-11
603077.XSHG,和邦生物,5.29,2717,2717,2717,3312238750,2781154687,2012-07-31
603085.XSHG,天成自控,33.57,2718,2718,2718,100000000,25000000,2015-06-30
603088.XSHG,宁波精达,39.67,2719,2719,2719,80000000,25000000,2014-11-11
603099.XSHG,长白山,23.19,2720,2720,2720,266670000,102670000,2014-08-22
603100.XSHG,川仪股份,14.15,2721,2721,2721,395000000,231381406,2014-08-05
603108.XSHG,润达医疗,75.96,2722,2722,2722,94126298,23600000,2015-05-27
603111.XSHG,康尼机电,24.09,2723,2723,2723,295353300,151520000,2014-08-01
603116.XSHG,红蜻蜓,23.65,2724,2724,2724,408800000,58800000,2015-06-29
603117.XSHG,万林股份,19.16,2725,2725,2725,410500000,60000000,2015-06-29
603118.XSHG,共进股份,34.24,2726,2726,2726,309378007,118984296,2015-02-25
603123.XSHG,翠微股份,9.77,2727,2727,2727,524144218,368394882,2012-05-03
603126.XSHG,中材节能,11.55,2728,2728,2728,610500000,218040000,2014-07-31
603128.XSHG,华贸物流,10.03,2729,2729,2729,808348984,808348984,2012-05-29
603158.XSHG,腾龙股份,39.69,2730,2730,2730,106670000,50670000,2015-03-20
603166.XSHG,福达股份,19.7,2731,2731,2731,493348906,65041000,2014-11-27
603167.XSHG,渤海轮渡,9.37,2732,2732,2732,481400000,481400000,2012-09-06
603168.XSHG,莎普爱思,40.08,2733,2733,2733,163375000,100605996,2014-07-02
603169.XSHG,兰石重装,13.87,2734,2734,2734,1025415625,386703984,2014-10-09
603188.XSHG,亚邦股份,16.75,2735,2735,2735,576000000,379008007,2014-09-09
603198.XSHG,迎驾贡酒,21.02,2736,2736,2736,800000000,80000000,2015-05-28
603199.XSHG,九华旅游,38,2737,2737,2737,110680000,27680000,2015-03-26
603222.XSHG,济民制药,27.17,2738,2738,2738,160000000,56470000,2015-02-17
603223.XSHG,恒通股份,30.7,2739,2739,2739,120000000,30000000,2015-06-30
603227.XSHG,雪峰科技,21.34,2740,2740,2740,329350000,82350000,2015-05-15
603268.XSHG,松发股份,43.05,2741,2741,2741,88000000,41140000,2015-03-19
603288.XSHG,海天味业,30.73,2742,2742,2742,2706245937,269460000,2014-02-11
603299.XSHG,井神股份,17.78,2743,2743,2743,559440000,90000000,2015-12-31
603300.XSHG,华铁科技,31.37,2744,2744,2744,202670000,50670000,2015-05-29
603306.XSHG,华懋科技,33.54,2745,2745,2745,142600000,48125000,2014-09-26
603308.XSHG,应流股份,22.95,2746,2746,2746,400010000,239821191,2014-01-22
603309.XSHG,维力医疗,32.55,2747,2747,2747,200000000,77000000,2015-03-02
603311.XSHG,金海环境,21.93,2748,2748,2748,210000000,52500000,2015-05-18
603315.XSHG,福鞍股份,39.64,2749,2749,2749,100000000,25000000,2015-04-24
603318.XSHG,派思股份,46.62,2750,2750,2750,120400000,30100000,2015-04-24
603328.XSHG,依顿电子,23.47,2751,2751,2751,489000000,97980000,2014-07-01
603333.XSHG,明星电缆,9.31,2752,2752,2752,520005000,520005000,2012-05-07
603338.XSHG,浙江鼎力,39.33,2753,2753,2753,162500000,40625000,2015-03-25
603355.XSHG,莱克电气,37.42,2754,2754,2754,401000000,41000000,2015-05-13
603366.XSHG,日出东方,8,2755,2755,2755,800000000,800000000,2012-05-21
603368.XSHG,柳州医药,68.04,2756,2756,2756,142347998,57383901,2014-12-04
603369.XSHG,今世缘,28.45,2757,2757,2757,501800000,272300000,2014-07-03
603377.XSHG,东方时尚,42.1,2758,2758,2758,420000000,50000000,2016-02-05
603398.XSHG,邦宝益智,74.02,2759,2759,2759,96000000,24000000,2015-12-09
603399.XSHG,新华龙,10.16,2760,2760,2760,499250585,354703984,2012-08-24
603456.XSHG,九洲药业,53.81,2761,2761,2761,221573105,57840000,2014-10-10
603508.XSHG,思维列控,87.98,2762,2762,2762,160000000,40000000,2015-12-24
603518.XSHG,维格娜丝,26.79,2763,2763,2763,147980000,55627597,2014-12-03
603519.XSHG,立霸股份,44.29,2764,2764,2764,80000000,38439799,2015-03-19
603520.XSHG,司太立,41.99,2765,2765,2765,120000000,30000000,2016-03-09
603555.XSHG,贵人鸟,28.11,2766,2766,2766,614000000,113885000,2014-01-24
603558.XSHG,健盛集团,23.91,2767,2767,2767,300000000,115500000,2015-01-27
603566.XSHG,普莱柯,45.81,2768,2768,2768,160000000,40000000,2015-05-18
603567.XSHG,珍宝岛,42.45,2769,2769,2769,424580000,64580000,2015-04-24
603568.XSHG,伟明环保,35.84,2770,2770,2770,453800000,45800000,2015-05-28
603588.XSHG,高能环境,58.95,2771,2771,2771,161600000,121378203,2014-12-29
603589.XSHG,口子窖,32.89,2772,2772,2772,600000000,60000000,2015-06-29
603598.XSHG,引力传媒,44.46,2773,2773,2773,133340000,33340000,2015-05-27
603599.XSHG,广信股份,39.91,2774,2774,2774,188240000,47060000,2015-05-13
603600.XSHG,永艺股份,49.46,2775,2775,2775,100000000,41875000,2015-01-23
603601.XSHG,再升科技,32.45,2776,2776,2776,149600000,71060000,2015-01-22
603606.XSHG,东方电缆,15.3,2777,2777,2777,310970000,139237998,2014-10-15
603608.XSHG,天创时尚,24.94,2778,2778,2778,280000000,70000000,2016-02-18
603609.XSHG,禾丰牧业,12.09,2779,2779,2779,831176484,418391914,2014-08-08
603611.XSHG,诺力股份,26.29,2780,2780,2780,160000000,93025000,2015-01-28
603616.XSHG,韩建河山,28.11,2781,2781,2781,146680000,36680000,2015-06-11
603618.XSHG,杭电股份,38.85,2782,2782,2782,213350000,87750000,2015-02-17
603636.XSHG,南威软件,69.85,2783,2783,2783,100000000,42595800,2014-12-30
603669.XSHG,灵康药业,29.09,2784,2784,2784,260000000,65000000,2015-05-28
603678.XSHG,火炬电子,57.79,2785,2785,2785,166400000,80699702,2015-01-26
603686.XSHG,龙马环卫,29.4,2786,2786,2786,266700000,100000000,2015-01-26
603688.XSHG,石英股份,18.79,2787,2787,2787,223800000,76660000,2014-10-31
603696.XSHG,安记食品,34.32,2788,2788,2788,120000000,30000000,2015-12-09
603698.XSHG,航天工程,29.31,2789,2789,2789,412300000,88770595,2015-01-28
603699.XSHG,纽威股份,17.67,2790,2790,2790,750000000,155000000,2014-01-17
603703.XSHG,盛洋科技,54.59,2791,2791,2791,91880000,23000000,2015-04-23
603718.XSHG,海利生物,43.41,2792,2792,2792,280000000,70000000,2015-05-15
603729.XSHG,龙韵股份,72.43,2793,2793,2793,66670000,16670000,2015-03-24
603766.XSHG,隆鑫通用,18,2794,2794,2794,837768203,804672578,2012-08-10
603778.XSHG,乾景园林,51.17,2795,2795,2795,80000000,20000000,2015-12-31
603788.XSHG,宁波高发,29.88,2796,2796,2796,140970000,40755000,2015-01-20
603789.XSHG,星光农机,35.37,2797,2797,2797,200000000,50000000,2015-04-27
603799.XSHG,华友钴业,21.54,2798,2798,2798,535190000,263921992,2015-01-29
603800.XSHG,道森股份,29.21,2799,2799,2799,208000000,52000000,2015-12-10
603806.XSHG,福斯特,39.21,2800,2800,2800,402000000,90210000,2014-09-05
