代码,名称,收盘价,市盈率,市净率,净资产收益率,总股本,流通股本,上市时间
000839.XSHE,中信国安,16.39,354,354,354,1567930541,1567664379,1997-10-31
000848.XSHE,承德露露,13,355,355,355,752740560,752372309,1997-11-13
000850.XSHE,华茂股份,5.96,356,356,356,943665009,943200127,1998-10-07
000851.XSHE,高鸿股份,14.17,357,357,357,591364260,487837889,1998-06-09
000852.XSHE,石化机械,15.76,358,358,358,460121300,400400000,1998-11-26
000856.XSHE,冀东装备,11.85,359,359,359,227000000,227000000,1998-08-13
000858.XSHE,五 粮 液,26.34,360,360,360,3795966720,3795673399,1998-04-27
000859.XSHE,国风塑业,5.17,361,361,361,739449730,739400980,1998-11-19
000860.XSHE,顺鑫农业,20.28,362,362,362,570589992,562999200,1998-11-04
000861.XSHE,海印股份,5.67,363,363,363,2249862979,1860512068,1998-10-28
000862.XSHE,银星能源,6.4,364,364,364,541632994,334359292,1998-09-15
000863.XSHE,三湘股份,8.91,365,365,365,956481910,910957003,1997-09-25
000868.XSHE,安凯客车,7.54,366,366,366,695565603,695561553,1997-07-25
000869.XSHE,张  裕Ａ,35.65,367,367,367,453460800,453460800,2000-10-26
000875.XSHE,吉电股份,6.44,368,368,368,1460612195,1115622225,2002-09-26
000876.XSHE,新 希 望,15.99,369,369,369,2084117292,1728302662,1998-03-11
000877.XSHE,天山股份,6.65,370,370,370,880101259,880049863,1999-01-07
000878.XSHE,云南铜业,11.92,371,371,371,1416398800,1416391956,1998-06-02
000880.XSHE,潍柴重机,13.09,372,372,372,276100500,135135000,1998-04-02
000881.XSHE,大连国际,17.59,373,373,373,308918400,307964083,1998-09-02
000882.XSHE,华联股份,3.96,374,374,374,2226086429,1884686901,1998-06-16
000883.XSHE,湖北能源,4.79,375,375,375,6507449486,5346003703,1998-05-19
000885.XSHE,同力水泥,14.55,376,376,376,474799283,426799283,1999-03-19
000886.XSHE,海南高速,5.53,377,377,377,988828300,964619941,1998-01-23
000887.XSHE,中鼎股份,20.86,378,378,378,1115493070,1113916186,1998-12-03
000888.XSHE,峨眉山Ａ,12.04,379,379,379,526913102,526825711,1997-10-21
000889.XSHE,茂业通信,10.34,380,380,380,621826786,445276416,1997-12-18
000890.XSHE,法 尔 胜,0,381,381,381,379641600,379572386,1999-01-19
000892.XSHE,星美联合,16.58,382,382,382,413876880,306937440,1999-01-15
000893.XSHE,东凌国际,0,383,383,383,756903272,399884450,1998-12-24
000895.XSHE,双汇发展,20.29,384,384,384,3300867672,1817450010,1998-12-10
000897.XSHE,津滨发展,4.68,385,385,385,1617272234,1617211709,1999-04-22
000898.XSHE,鞍钢股份,4.2,386,386,386,6149007847,6148954423,1997-12-25
000899.XSHE,赣能股份,8.7,387,387,387,975677760,555181703,1997-11-26
000900.XSHE,现代投资,7.12,388,388,388,1011885556,1010788069,1999-01-28
000901.XSHE,航天科技,40.04,389,389,389,323624221,323624221,1999-04-01
000902.XSHE,新洋丰,25.74,390,390,390,659224645,258000000,1999-04-08
000903.XSHE,云内动力,6.76,391,391,391,799013968,790601269,1999-04-15
000905.XSHE,厦门港务,9.88,392,392,392,531000000,531000000,1999-04-29
000906.XSHE,物产中拓,12.05,393,393,393,392932669,330605802,1999-07-07
000908.XSHE,景峰医药,13.04,394,394,394,799794865,430438096,1999-02-03
000909.XSHE,数源科技,20.92,395,395,395,294000000,294000000,1999-05-07
000910.XSHE,大亚科技,14.55,396,396,396,527500000,527500000,1999-06-30
000911.XSHE,南宁糖业,17.65,397,397,397,324080937,286640000,1999-05-27
000912.XSHE,泸天化,6.44,398,398,398,585000000,585000000,1999-06-03
000913.XSHE,钱江摩托,0,399,399,399,453536000,453436347,1999-05-14
000915.XSHE,山大华特,31.52,400,400,400,180254989,179376429,1999-06-09
000916.XSHE,华北高速,5.03,401,401,401,1090000000,1089979262,1999-09-27
000917.XSHE,电广传媒,16.57,402,402,402,1417556338,1061957014,1999-03-25
000918.XSHE,嘉凯城,0,403,403,403,1804191500,1804191500,1999-07-20
000919.XSHE,金陵药业,12.84,404,404,404,504000000,503208751,1999-11-18
000920.XSHE,南方汇通,0,405,405,405,422000000,421892825,1999-06-16
000921.XSHE,海信科龙,7.47,406,406,406,903135562,902063017,1999-07-13
000922.XSHE,佳电股份,9.8,407,407,407,543667277,457900496,1999-06-18
000923.XSHE,河北宣工,14.5,408,408,408,198000000,198000000,1999-07-14
000925.XSHE,众合科技,0,409,409,409,324083862,301182033,1999-06-11
000926.XSHE,福星股份,12.55,410,410,410,949322474,530648422,1999-06-18
000927.XSHE,*ST夏利,5.87,411,411,411,1595174020,1595170960,1999-07-27
000928.XSHE,中钢国际,12.76,412,412,412,642562099,412865702,1999-03-12
000929.XSHE,兰州黄河,0,413,413,413,185766000,185632527,1999-06-23
000930.XSHE,中粮生化,13.4,414,414,414,964411115,964396472,1999-07-12
000931.XSHE,中 关 村,9.07,415,415,415,674846940,667948817,1999-07-12
000932.XSHE,华菱钢铁,3.95,416,416,416,3015650025,3015104781,1999-08-03
000933.XSHE,神火股份,5.95,417,417,417,1900500000,1900448400,1999-08-31
000935.XSHE,四川双马,6.76,418,418,418,763440333,319410000,1999-08-24
000936.XSHE,华西股份,9.3,419,419,419,886012887,747835889,1999-08-10
000937.XSHE,冀中能源,5.41,420,420,420,3533546850,2869185275,1999-09-09
000938.XSHE,紫光股份,66.69,421,421,421,206080000,206074563,1999-11-04
000939.XSHE,凯迪生态,9,422,422,422,1507292372,941176044,1999-09-23
000948.XSHE,南天信息,20.24,423,423,423,246606046,231393942,1999-10-14
000949.XSHE,新乡化纤,4.27,424,424,424,1027241303,1026701934,1999-10-21
000950.XSHE,建峰化工,0,425,425,425,598799235,598791735,1999-09-16
000951.XSHE,中国重汽,17.16,426,426,426,419425500,419313975,1999-11-25
000952.XSHE,广济药业,22.38,427,427,427,251705513,251679806,1999-11-12
000953.XSHE,河池化工,0,428,428,428,294059437,294046993,1999-12-02
000955.XSHE,欣龙控股,0,429,429,429,538395000,538395000,1999-12-09
000957.XSHE,中通客车,20.4,430,430,430,296451968,238489330,2000-01-13
000958.XSHE,东方能源,14.74,431,431,431,551136613,250479588,1999-12-23
000959.XSHE,首钢股份,4.77,432,432,432,5289389600,1206145283,1999-12-16
000960.XSHE,锡业股份,12.62,433,433,433,1472055068,1151217841,2000-02-21
000961.XSHE,中南建设,16.03,434,434,434,1167839226,1163865007,2000-03-01
000962.XSHE,东方钽业,0,435,435,435,440832644,440831060,2000-01-20
000963.XSHE,华东医药,68.65,436,436,436,486058208,434059991,2000-01-27
000965.XSHE,天保基建,5.2,437,437,437,1008937178,1008937178,2000-04-06
000966.XSHE,长源电力,11.49,438,438,438,554142040,554142040,2000-03-16
000967.XSHE,盈峰环境,19.57,439,439,439,484924403,273438764,2000-03-30
000968.XSHE,*ST煤气,0,440,440,440,513747000,513747000,2000-06-22
000969.XSHE,安泰科技,10.85,441,441,441,988363055,861199474,2000-05-29
000970.XSHE,中科三环,11.78,442,442,442,1065200000,1063501194,2000-04-20
000971.XSHE,高升控股,26.16,443,443,443,430945383,242549286,2000-04-27
000972.XSHE,新中基,8.09,444,444,444,771283579,771176704,2000-09-26
000973.XSHE,佛塑科技,8.78,445,445,445,967423171,772478682,2000-05-25
000975.XSHE,银泰资源,12.92,446,446,446,1081616070,878560419,2000-06-08
000976.XSHE,春晖股份,9.04,447,447,447,1595678796,586543154,2000-06-01
000977.XSHE,浪潮信息,23.12,448,448,448,999282714,959725752,2000-06-08
000978.XSHE,桂林旅游,11.53,449,449,449,360100000,360034375,2000-05-18
000979.XSHE,中弘股份,3.06,450,450,450,4610307849,4607942649,2000-06-16
000980.XSHE,金马股份,0,451,451,451,528140000,527660750,2000-06-16
000981.XSHE,银亿股份,9.84,452,452,452,2577015600,2574315600,2000-06-22
000982.XSHE,中银绒业,0,453,453,453,1805043279,1293932169,2000-07-06
000983.XSHE,西山煤电,7.79,454,454,454,3151200000,3151197660,2000-07-26
000985.XSHE,大庆华科,23.9,455,455,455,129639500,129639500,2000-07-26
000987.XSHE,广州友谊,24.7,456,456,456,358958107,358758780,2000-07-18
000988.XSHE,华工科技,19.41,457,457,457,891116632,891116632,2000-06-08
000989.XSHE,九 芝 堂,25.97,458,458,458,755960206,214105268,2000-06-28
000990.XSHE,诚志股份,0,459,459,459,387683644,297028344,2000-07-06
000993.XSHE,闽东电力,8.57,460,460,460,373000000,373000000,2000-07-31
000995.XSHE,*ST皇台,13.17,461,461,461,177408000,177404325,2000-08-07
000996.XSHE,中国中期,20.73,462,462,462,230000000,230000000,2000-07-18
000997.XSHE,新 大 陆,0,463,463,463,938621998,921946932,2000-08-07
000998.XSHE,隆平高科,18.37,464,464,464,1256194674,830652986,2000-12-11
000999.XSHE,华润三九,22.29,465,465,465,978900000,977742318,2000-03-09
001696.XSHE,宗申动力,9.71,466,466,466,1145026920,891158475,1997-03-06
001896.XSHE,豫能控股,10.57,467,467,467,855275976,661921546,1998-01-22
001979.XSHE,招商蛇口,15.61,468,468,468,7904092722,1899379550,2015-12-30
002001.XSHE,新 和 成,20.3,469,469,469,1088919000,1073088902,2004-06-25
002002.XSHE,鸿达兴业,0,470,470,470,972039206,387449234,2004-06-25
002003.XSHE,伟星股份,14.6,471,471,471,411509288,355401315,2004-06-25
002004.XSHE,华邦健康,10.3,472,472,472,2034877685,1313597903,2004-06-25
002005.XSHE,德豪润达,6.1,473,473,473,1396400000,1166400000,2004-06-25
002006.XSHE,精功科技,0,474,474,474,455160000,442905915,2004-06-25
002007.XSHE,华兰生物,43.03,475,475,475,581304800,501271707,2004-06-25
002008.XSHE,大族激光,21.43,476,476,476,1066147394,990412277,2004-06-25
002009.XSHE,天奇股份,15.57,477,477,477,364825529,262412196,2004-06-29
002010.XSHE,传化股份,16.38,478,478,478,3257814678,412823094,2004-06-29
002011.XSHE,盾安环境,12.32,479,479,479,917212180,839804185,2004-07-05
002012.XSHE,凯恩股份,0,480,480,480,467625470,467625470,2004-07-05
002013.XSHE,中航机电,20.07,481,481,481,1069224692,381059214,2004-07-05
002014.XSHE,永新股份,15.8,482,482,482,325758450,323360843,2004-07-08
002015.XSHE,霞客环保,10.74,483,483,483,400703825,220348634,2004-07-08
002016.XSHE,世荣兆业,10.38,484,484,484,809095632,646095632,2004-07-08
002017.XSHE,东信和平,15.13,485,485,485,346548936,342025671,2004-07-13
002018.XSHE,华信国际,0,486,486,486,1198856538,470171520,2004-07-13
002019.XSHE,亿帆鑫富,49.91,487,487,487,440319243,197580971,2004-07-13
002020.XSHE,京新药业,26.35,488,488,488,319587943,231645392,2004-07-15
002021.XSHE,中捷资源,8.05,489,489,489,687815040,567755840,2004-07-15
002022.XSHE,科华生物,20.35,490,490,490,512569193,380126392,2004-07-21
002023.XSHE,海特高新,15.87,491,491,491,756791003,576460284,2004-07-21
002024.XSHE,苏宁云商,11.91,492,492,492,7383043150,5017814859,2004-07-21
002025.XSHE,航天电器,21.83,493,493,493,429000000,428841898,2004-07-26
002026.XSHE,山东威达,11.85,494,494,494,354134251,354134251,2004-07-27
002027.XSHE,七喜控股,32.12,495,495,495,4115891498,204893582,2004-08-04
002028.XSHE,思源电气,12.95,496,496,496,626957135,476309510,2004-08-05
002029.XSHE,七 匹 狼,10.78,497,497,497,755670000,754475693,2004-08-06
002030.XSHE,达安基因,31.05,498,498,498,659018611,631248779,2004-08-09
002031.XSHE,巨轮智能,0,499,499,499,733131890,623952277,2004-08-16
002032.XSHE,苏 泊 尔,29,500,500,500,632875188,468068190,2004-08-17
002033.XSHE,丽江旅游,12.94,501,501,501,422685163,422677063,2004-08-25
002034.XSHE,美 欣 达,37.2,502,502,502,83920000,60817197,2004-08-26
002035.XSHE,华帝股份,17.02,503,503,503,358861302,335337920,2004-09-01
002036.XSHE,联创电子,25.77,504,504,504,595422367,254237332,2004-09-03
002037.XSHE,久联发展,17.67,505,505,505,327368160,327368160,2004-09-08
002038.XSHE,双鹭药业,24.59,506,506,506,684900000,566996255,2004-09-09
002039.XSHE,黔源电力,17.06,507,507,507,305398662,305373080,2005-03-03
002040.XSHE,南 京 港,13.34,508,508,508,245872000,245872000,2005-03-25
002041.XSHE,登海种业,14.9,509,509,509,880000000,873861443,2005-04-18
002042.XSHE,华孚色纺,9.9,510,510,510,832992573,831652923,2005-04-27
002043.XSHE,兔 宝 宝,12.44,511,511,511,552000457,309779112,2005-05-10
002044.XSHE,美年健康,0,512,512,512,1210741353,277737000,2005-05-18
002045.XSHE,国光电器,12.86,513,513,513,416904000,415238775,2005-05-23
002046.XSHE,轴研科技,10.28,514,514,514,353609448,340565970,2005-05-26
002047.XSHE,宝鹰股份,10.58,515,515,515,1263101435,682417834,2005-05-31
002048.XSHE,宁波华翔,0,516,516,516,530047150,460391995,2005-06-03
002049.XSHE,同方国芯,44.58,517,517,517,606817968,592843898,2005-06-06
002050.XSHE,三花股份,7.21,518,518,518,1801476140,1517438538,2005-06-07
002051.XSHE,中工国际,23.38,519,519,519,773418434,764549607,2006-06-19
002052.XSHE,同洲电子,0,520,520,520,745959694,556828430,2006-06-27
002053.XSHE,云南盐化,23.53,521,521,521,279164668,185851103,2006-06-27
002054.XSHE,德美化工,11.35,522,522,522,419809471,315390082,2006-07-25
002055.XSHE,得润电子,31.9,523,523,523,450512080,402733227,2006-07-25
002056.XSHE,横店东磁,21.79,524,524,524,410900000,410808950,2006-08-02
002057.XSHE,中钢天源,12.41,525,525,525,199381670,199381670,2006-08-02
002058.XSHE,威 尔 泰,22.09,526,526,526,143448332,143418237,2006-08-02
002059.XSHE,云南旅游,8.23,527,527,527,730792576,522432682,2006-08-10
002060.XSHE,粤 水 电,6.85,528,528,528,601131029,600815935,2006-08-10
002061.XSHE,*ST江化,6.27,529,529,529,453259717,453259717,2006-08-16
002062.XSHE,宏润建设,7.69,530,530,530,787500000,673001967,2006-08-16
002063.XSHE,远光软件,14.94,531,531,531,596561250,526136461,2006-08-23
002064.XSHE,华峰氨纶,5.02,532,532,532,1676800000,1512844208,2006-08-23
002065.XSHE,东华软件,0,533,533,533,1564561700,1348718263,2006-08-23
002066.XSHE,瑞泰科技,15.79,534,534,534,231000000,231000000,2006-08-23
002067.XSHE,景兴纸业,6.56,535,535,535,1093951000,960301000,2006-09-15
002068.XSHE,黑猫股份,6.41,536,536,536,607063596,606957971,2006-09-15
002069.XSHE,獐 子 岛,9.88,537,537,537,711112194,680786969,2006-09-28
002070.XSHE,众和股份,0,538,538,538,635258156,566712091,2006-10-12
002071.XSHE,长城影视,0,539,539,539,525429878,317248615,2006-10-12
002072.XSHE,凯瑞德,0,540,540,540,176000000,176000000,2006-10-18
002073.XSHE,软控股份,12.58,541,541,541,818588257,625668907,2006-10-18
002074.XSHE,国轩高科,36.16,542,542,542,876350000,235279402,2006-10-18
002075.XSHE,沙钢股份,12.39,543,543,543,2206771772,2206770722,2006-10-25
002076.XSHE,雪 莱 特,12.44,544,544,544,367159836,206898060,2006-10-25
002077.XSHE,大港股份,14.88,545,545,545,410000000,251992500,2006-11-16
002078.XSHE,太阳纸业,4.85,546,546,546,2536635238,1985883863,2006-11-16
002079.XSHE,苏州固锝,8.78,547,547,547,727971487,726028403,2006-11-16
002080.XSHE,中材科技,19.56,548,548,548,400000000,400000000,2006-11-20
002081.XSHE,金 螳 螂,15.92,549,549,549,1762205793,1682770589,2006-11-20
002082.XSHE,栋梁新材,11.23,550,550,550,238000000,205719325,2006-11-20
002083.XSHE,孚日股份,6.31,551,551,551,908000005,855844900,2006-11-24
002084.XSHE,海鸥卫浴,11.36,552,552,552,456316228,404555776,2006-11-24
002085.XSHE,万丰奥威,31.96,553,553,553,911199866,827740993,2006-11-28
002086.XSHE,东方海洋,18.06,554,554,554,343850000,237808600,2006-11-28
002087.XSHE,新野纺织,7.19,555,555,555,519758400,519625001,2006-11-30
002088.XSHE,鲁阳节能,15.42,556,556,556,233978689,136863222,2006-11-30
002089.XSHE,新 海 宜,0,557,557,557,687334808,475959468,2006-11-30
002090.XSHE,金智科技,25.45,558,558,558,231718904,196572500,2006-12-08
002091.XSHE,江苏国泰,19.06,559,559,559,362717550,352019540,2006-12-08
002092.XSHE,中泰化学,0,560,560,560,1390239078,1242482866,2006-12-08
002093.XSHE,国脉科技,11.17,561,561,561,865000000,852874858,2006-12-15
002094.XSHE,青岛金王,24.08,562,562,562,321916620,321841620,2006-12-15
002095.XSHE,生 意 宝,62.79,563,563,563,252720000,251555073,2006-12-15
002096.XSHE,南岭民爆,19,564,564,564,371287000,370852000,2006-12-22
002097.XSHE,山河智能,8.32,565,565,565,755325000,629455501,2006-12-22
002098.XSHE,浔兴股份,11.95,566,566,566,358000000,198945000,2006-12-22
002099.XSHE,海翔药业,11.13,567,567,567,1519517230,798587208,2006-12-26
002100.XSHE,天康生物,8.65,568,568,568,963384608,473334862,2006-12-26
002101.XSHE,广东鸿图,22.75,569,569,569,191700000,191692575,2006-12-29
002102.XSHE,冠福股份,0,570,570,570,728727553,402546149,2006-12-29
002103.XSHE,广博股份,30.5,571,571,571,305118303,171203027,2007-01-10
002104.XSHE,恒宝股份,18,572,572,572,713544000,707239867,2007-01-10
002105.XSHE,信隆实业,9,573,573,573,368500000,368500000,2007-01-12
002106.XSHE,莱宝高科,8.82,574,574,574,705816160,703549204,2007-01-12
002107.XSHE,沃华医药,16.83,575,575,575,360756000,348907680,2007-01-24
002108.XSHE,沧州明珠,18.02,576,576,576,618458068,614438576,2007-01-24
002109.XSHE,*ST兴化,6.37,577,577,577,358400000,358400000,2007-01-26
002110.XSHE,三钢闽光,6.37,578,578,578,534700000,534700000,2007-01-26
002111.XSHE,威海广泰,24.48,579,579,579,361090177,263663375,2007-01-26
002112.XSHE,三变科技,0,580,580,580,201600000,182652413,2007-02-08
002113.XSHE,天润控股,29.7,581,581,581,118400000,118363348,2007-02-08
002114.XSHE,罗平锌电,22.61,582,582,582,271840827,86206075,2007-02-15
002115.XSHE,三维通信,11.31,583,583,583,410688000,343053161,2007-02-15
002116.XSHE,中国海诚,13.66,584,584,584,408243411,405754913,2007-02-15
002117.XSHE,东港股份,34.2,585,585,585,363777614,363670890,2007-03-02
002118.XSHE,紫鑫药业,14.32,586,586,586,512991382,512715907,2007-03-02
002119.XSHE,康强电子,25.09,587,587,587,206200000,201925000,2007-03-02
002120.XSHE,新海股份,21.43,588,588,588,150280000,98223602,2007-03-06
002121.XSHE,科陆电子,25.29,589,589,589,476711700,278651807,2007-03-06
002122.XSHE,天马股份,6.79,590,590,590,1188000000,1073172984,2007-03-28
002123.XSHE,荣信股份,17.08,591,591,591,861595025,455786701,2007-03-28
002124.XSHE,天邦股份,25.6,592,592,592,289399941,152806638,2007-04-03
002125.XSHE,湘潭电化,18.1,593,593,593,215999991,139130616,2007-04-03
002126.XSHE,银轮股份,14.47,594,594,594,360540000,300649481,2007-04-18
002127.XSHE,南极电商,17.55,595,595,595,769129766,446453452,2007-04-18
002128.XSHE,露天煤业,8.45,596,596,596,1634378473,1588220839,2007-04-18
002129.XSHE,中环股份,8.81,597,597,597,2644236466,2296260159,2007-04-20
002130.XSHE,沃尔核材,17.94,598,598,598,569387998,429816192,2007-04-20
002131.XSHE,利欧股份,16.89,599,599,599,1509427649,687232807,2007-04-27
002132.XSHE,恒星科技,6.5,600,600,600,706362832,473153762,2007-04-27
002133.XSHE,广宇集团,6.53,601,601,601,774144175,601504601,2007-04-27
002134.XSHE,天津普林,12.73,602,602,602,245849768,245849768,2007-05-16
002135.XSHE,东南网架,7.6,603,603,603,854532200,671194533,2007-05-30
002136.XSHE,安 纳 达,13.69,604,604,604,215020000,213384010,2007-05-30
002137.XSHE,麦达数字,13.99,605,605,605,577586117,255203332,2007-06-13
002138.XSHE,顺络电子,14.08,606,606,606,740938814,693047690,2007-06-13
002139.XSHE,拓邦股份,18.46,607,607,607,262656468,188290710,2007-06-29
002140.XSHE,东华科技,14.71,608,608,608,446034534,439226066,2007-07-12
002141.XSHE,蓉胜超微,30.29,609,609,609,181888000,181888000,2007-07-20
002142.XSHE,宁波银行,13.71,610,610,610,3899794081,3451218014,2007-07-19
002143.XSHE,印纪传媒,27.08,611,611,611,1106146365,188443750,2007-07-20
002144.XSHE,宏达高科,21.07,612,612,612,176762528,132907612,2007-08-03
002145.XSHE,中核钛白,20.15,613,613,613,535645192,324271779,2007-08-03
002146.XSHE,荣盛发展,7.6,614,614,614,4348163851,3363590598,2007-08-08
002147.XSHE,方圆支承,20.68,615,615,615,258521810,220221517,2007-08-08
002148.XSHE,北纬通信,15.35,616,616,616,255852876,204490049,2007-08-10
002149.XSHE,西部材料,19.1,617,617,617,174630000,174630000,2007-08-10
002150.XSHE,通润装备,13.14,618,618,618,250200000,250200000,2007-08-10
